Date,User,Tweet,Translated_Tweet
2023-04-04 05:25:46+00:00,Hansrajvats,alakh pandeys physicswallah looking raise 250 mn 33 bn valuation startup edtech physicswallah unicorn,alakh pandeys physicswallah looking raise 250 mn 33 bn valuation startup edtech physicswallah unicorn
2023-04-04 05:17:56+00:00,pw__skills,techie pinch nostalgia pile dukh present aur ye ban gayi relatable si post aapke liye akkad bakadh bambe bo share karo un doston se coding jinki ho pw pwskills physicswallah ineuron fun childhood fun meme memory laugh,techie pinch nostalgia pile dukh present aur ye ban gayi relatable si post aapke liye akkad bakadh bambe bo share karo un doston se coding jinki ho pw pwskills physicswallah inneuron fun childhood fun meme memory laugh
2023-04-04 04:09:20+00:00,Up18N,physicswallahs first batch gate make history 2023 11 student scoring air 20,physicswallahs first batch gate make history 2023 11 student scoring air 20
2023-04-04 03:14:37+00:00,mirarif_19,wow wow wow saleem sir physicswallah teaching largest class 12th physic jee2023 ever 16 hour still running great effort sir inshallah result best pw physicswallah alakhpandey,wow wow wow saleem sir physicswallah teaching largest class 12th physics jee 2023 ever 16 hour still running great effort sir inshallah result best pw physics wallah alakh pandey
2023-04-04 03:04:53+00:00,Physicsgyani,jee repeated question special series 612april 2023 jee main jee main physic jee main physic crash course jeemains physic via jeemains jeemain physicswallah physic,jee repeated question special series 6 12 april 2023 jee main jee main physic jee main physic crash course jee mains physics via jeemains jeemain physicswallah physic
2023-04-03 18:33:30+00:00,MoneycontrolH,physicswallah फजकसवल क फउडर और सईओ अलख पड कवड टसट पजटव आय ह उनहन खद एक सशल मडय पसट क जरए य जनकर द उनहन बतय क उनह तज बखर और सरदरद ह पर खबर,physicswallah physicswallah fudder and seo alkhpad qvid test positive they themselves came through a clever media post because they told that they have scattered hair and headache but the news
2023-04-03 18:17:56+00:00,MoneycontrolH,physicswallah अलख पड हए करन सकरमत सशल मडय पर लखकर द जनकर जन डटल corona covid19 alakhpandey latestnews moneycontrol,physicswallah alak pad hai karan skarmat sachal mady par lekhkar de jankar jan datal corona covid19 alakhpandey latestnews moneycontrol
2023-04-03 17:21:40+00:00,vivraj0121,sir got approx 20 referral buy batch got 200 r want talk customer care nothing come reply also contact u dont give resolution email tooplz take look alakhpandey sir physicswallah make money plz,sir got approx 20 referral buy batch got 200 r want talk customer care nothing come reply also contact u dont give resolution email tooplz take look alakhpandey sir physicswallah make money plz
2023-04-03 16:14:04+00:00,CoThefuturist,nasa found planet could support life know space nasa universe astronomy art science galaxy moon star spacex cosmos astrophotography astronaut scifi sky mar alien physicswallah,nasa found planet could support life know space nasa universe astronomy art science galaxy moon star spacex cosmos astrophotography astronaut scifi sky mar alien physicswallah
2023-04-03 14:03:42+00:00,LiberalTVNews,inspirational कभ गरब क चलत छड द कलज क पढईअब बन गए 8000 करड क कपन क मलक liberal tv physicswallah alakhpandey success inspiration,Inspirational Kabh garib ki chalat chhad de college ki padhai ab banaye 8000 cr kapan ka malik liberal tv physicswallah alakhpandey success inspiration
2023-04-03 13:46:44+00:00,naughtyhr,urgent critical requirement sr faculty pcm jee nanded location interested candidate share resume shivanishrivastavalive salary bar deserving candidate pw physicswallah professor,urgent critical requirement sr faculty pcm jee nanded location interested candidate share resume shivanishrivastavalive salary bar deserving candidate pw physicswallah professor
2023-04-03 13:40:27+00:00,parvvvvvv,physic wallah webseries need another seasonwith tina mam comeback physicswallah,physics wallah web series need another season with tina mam comeback physicswallah
2023-04-03 11:42:18+00:00,TiceNews,controversy surrounding physicswallah amp byjus physic wallah teacher resign read story explore controversy pw edtech,controversy surrounding physicswallah amp byju's physics wallah teacher resign read story explore controversy pw edtech
2023-04-03 10:38:33+00:00,tushark39,still waiting hear back batch change request day since sent support mail im getting really frustrated lack response hoping resolution soon physicswallah supportneeded alakhpandey,still waiting hear back batch change request day since sent support mail im getting really frustrated lack response hoping resolution soon physicswallah supportneeded alakhpandey
2023-04-03 09:52:03+00:00,Sumit_kr_sah,सपन दखन वल शहर अब सपन क बचन पर आ गय ह खरद सकत ह त आइय कचगमसहसटलपज क फस आसमन चम रह ह allen kota physicswallah motion bansalclasses nucleus unacademy carrerpoint aakash resonance etoos coaching fee increase,"The dream of Deccan city has come true, now the sky is shining, let's buy the crops of Kachagam Sahastilpj allen kota physicswallah motion bansalclasses nucleus unacademy carrerpoint aakash resonance etoos coaching fee increase"
2023-04-03 09:32:01+00:00,EtoosIndia,ultimate goat know etoosindia physicswallah viratkohli goat rcb kingkohli,ultimate goat know etoosindia physicswallah viratkohli goat rcb kingkohli
2023-04-03 09:02:28+00:00,EmmelacTutorial,calculate resulting element exponential decay radioactive decay physicswallah,calculate resulting element exponential decay radioactive decay physicswallah
2023-04-03 07:33:48+00:00,naughtyhr,urgent requirement chemistry jee varanasi candidate write subject application chemistry jee varanasi send resume gopal2live immediate joining required may share reference also pw physicswallah,urgent requirement chemistry jee varanasi candidate write subject application chemistry jee varanasi send resume gopal2live immediate joining required may share reference also pw physicswallah
2023-04-03 05:26:02+00:00,M_Gaikwad_,suspended solidseg last question answertemperate forest vote correct neetug2023 neet neet2023 physicswallah questionoftheday poll medtwitter,suspended solidseg last question answertemperate forest vote correct neetug2023 neet neet2023 physicswallah questionoftheday poll medtwitter
2023-04-03 03:16:45+00:00,Physicsgyani,imp question jee electrostatic repeated question jee main physic jee main physic crash course jeemains physic via jeemains23 jeemain2023 physic physicswallah,imp question jee electrostatic repeated question jee main physic jee main physics crash course jee main physic via jeemains23 jee main 2023 physic physicswallah
2023-04-03 03:14:43+00:00,Physicsgyani,jee electrostatic 2023 april jee main physic jee main physic crash course jeemains physic via jeemains23 jeemain2023 nta iit physic physicswallah,jee electrostatic 2023 april jee main physic jee main physic crash course jeemains physic via jeemains23 jeemain2023 nta iit physic physicswallah
2023-04-03 02:04:39+00:00,Shoppingupdater,anwer key aiats aakash neet2023preparation studyvlog physicswallah anwer key aiats aakash neet2023preparation studyvlog physicswallah neet aspirant live april 3 2023 0711am youtube april 03 2023 0734a,anwer key aiats aakash neet2023preparation studyvlog physicswallah anwer key aiats aakash neet2023preparation studyvlog physicswallah neet aspirant live april 3 2023 0711am youtube april 03 2023 0734a
2023-04-02 06:30:09+00:00,EtoosIndia,kyo bachcho kahi aap bhi nahi hai pie ke deewane physicswallah etoosindia pie jeeaspirants neetaspirants,Kyun children kahi aap bhi nahi hai Pai ke deewane Fascisuallah etusindya Pai GSPrints Neetaparents
2023-04-02 04:38:30+00:00,M_Gaikwad_,large woody vine commonly found last question answer jaya ratan vote correct correct neetug2023 neet neet2023 physicswallah questionoftheday poll medtwitter,large woody vine commonly found last question answer jaya ratan vote correct correct neetug2023 neet neet2023 physicswallah questionoftheday poll medtwitter
2023-04-02 02:50:55+00:00,terenaam0,alakh pandey education क कजरवल ह जब लग क अहसस हग क कस सपरट करक कह पहचय और इसन कय कय त गलय क सव कछ नह दग savethetweet physicswallah __wallah,alakh pandey is the career leader of education when you feel that you know what you are doing and because of this everything in the street doesn't hurt savethetweet physicswallah __wallah
2023-04-01 23:45:00+00:00,dna,dnawebstories physicswallah youtube become india 101st unicorn know challenge faced take look,dnawebstories physicswallah youtube become india 101st unicorn know challenge faced take look
2023-04-01 21:33:36+00:00,Rishabh15701361,physicswallah alakhpandey shame,physicswallah alakhpandey shame
2023-04-01 21:31:05+00:00,Rishabh15701361,boycottpw education monopoly ni chalegi physicswallah shameonphysicswallah,boycottpw education monopoly ni chalegi physicswallah shameonphysicswallah
2023-04-01 16:45:23+00:00,academy_shapers,live online class mathematics cbse 499 per month goldy sir education physicswallah unacademy allen school,live online class mathematics cbse 499 per month goldy sir education physicswallah unacademy allen school
2023-04-01 14:44:14+00:00,pw__skills,techie get set ready presenting 3 data science project beginner check video pw pwskills physicswallah ineuron beginner datascience project capstone project technology internship opportunity skill,techie get set ready presenting 3 data science project beginner check video pw pwskills physicswallah ineuron beginner datascience project capstone project technology internship opportunity skill
2023-04-01 14:10:49+00:00,forever_learn11,let look profitable unicorn india get india fastest quarterly result 5200 listed company follow _wizz latest news zerodha billdesk dream11 physicswallah business stock unicorn,let look profitable unicorn india get india fastest quarterly result 5200 listed company follow _wizz latest news zerodha billdesk dream11 physicswallah business stock unicorn
